fppc,det rate,tp,fp,fn,image_id,precision,recall,f1
0.0,1.0,3.0,0.0,0.0,200021869-00003_1,1.0,1.0,1.0
0.0,1.0,184.0,0.0,0.0,umgy011-031,1.0,1.0,1.0
0.00338,1.0,296.0,1.0,0.0,200021660-00077_1,0.9966329966329966,1.0,0.9983136593591906
0.0,1.0,153.0,0.0,0.0,200003076_00004_2,1.0,1.0,1.0
0.02162,0.9973,369.0,8.0,1.0,brsk002-060,0.9787798408488063,0.9972972972972973,0.9879518072289157
0.01205,0.98795,164.0,2.0,2.0,200021853-00025_2,0.9879518072289156,0.9879518072289156,0.9879518072289156
0.0,0.99248,132.0,0.0,1.0,100249416_00009_2,1.0,0.9924812030075187,0.9962264150943396
0.00275,0.99176,361.0,1.0,3.0,brsk002-047,0.9972375690607734,0.9917582417582418,0.9944903581267218
0.0,0.97087,100.0,0.0,3.0,100249371_00005_2,1.0,0.970873786407767,0.9852216748768473
0.015,1.0,200.0,3.0,0.0,umgy004-024,0.9852216748768473,1.0,0.9925558312655086
0.00538,0.99462,185.0,1.0,1.0,hnsd008-025,0.9946236559139785,0.9946236559139785,0.9946236559139785
0.01942,0.96117,99.0,2.0,4.0,umgy007-011,0.9801980198019802,0.9611650485436893,0.9705882352941178
0.01325,0.99669,301.0,4.0,1.0,200014740-00069_2,0.9868852459016394,0.9966887417218543,0.9917627677100495
0.01042,1.0,96.0,1.0,0.0,200021660-00075_1,0.9896907216494846,1.0,0.9948186528497409
0.0,1.0,352.0,0.0,0.0,brsk005-029,1.0,1.0,1.0
0.00485,1.0,206.0,1.0,0.0,hnsd004-014,0.9951690821256038,1.0,0.9975786924939467
0.0,1.0,134.0,0.0,0.0,100241706_00017_1,1.0,1.0,1.0
0.00495,1.0,202.0,1.0,0.0,200015779_00107_1,0.9950738916256158,1.0,0.9975308641975309
0.00493,0.99015,201.0,1.0,2.0,200003076_00107_2,0.995049504950495,0.9901477832512315,0.9925925925925926
0.0,1.0,135.0,0.0,0.0,100241706_00018_2,1.0,1.0,1.0
0.00833,0.99444,358.0,3.0,2.0,brsk001-023,0.9916897506925207,0.9944444444444445,0.9930651872399445
0.01488,0.99702,335.0,5.0,1.0,200014685-00019_2,0.9852941176470589,0.9970238095238095,0.9911242603550295
0.0,1.0,169.0,0.0,0.0,200021712-00073_1,1.0,1.0,1.0
0.0,1.0,376.0,0.0,0.0,brsk005-016,1.0,1.0,1.0
0.04545,0.99495,197.0,9.0,1.0,100249416_00003_2,0.9563106796116505,0.9949494949494949,0.9752475247524751
0.0,1.0,232.0,0.0,0.0,200003076_00042_1,1.0,1.0,1.0
0.0068,0.98639,145.0,1.0,2.0,200003967_00015_1,0.9931506849315068,0.9863945578231292,0.9897610921501707
0.0,1.0,168.0,0.0,0.0,200021712-00071_1,1.0,1.0,1.0
0.38889,0.98611,142.0,56.0,2.0,hnsd008-039,0.7171717171717171,0.9861111111111112,0.8304093567251463
0.0,1.0,163.0,0.0,0.0,200021712-00081_2,1.0,1.0,1.0
0.00529,0.98942,187.0,1.0,2.0,100249476_00014_2,0.9946808510638298,0.9894179894179894,0.9920424403183024
0.00926,1.0,216.0,2.0,0.0,200003076_00084_1,0.9908256880733946,1.0,0.9953917050691244
0.00893,0.99554,223.0,2.0,1.0,umgy007-034,0.9911111111111112,0.9955357142857143,0.9933184855233853
0.0,0.98077,204.0,0.0,4.0,umgy005-027,1.0,0.9807692307692307,0.9902912621359222
0.0,1.0,211.0,0.0,0.0,200015779_00107_2,1.0,1.0,1.0
0.0,1.0,159.0,0.0,0.0,200021712-00059_2,1.0,1.0,1.0
0.0,1.0,219.0,0.0,0.0,200003076_00106_1,1.0,1.0,1.0
0.00755,0.99623,264.0,2.0,1.0,200003076_00157_1,0.9924812030075187,0.9962264150943396,0.9943502824858758
0.02174,0.97826,45.0,1.0,1.0,hnsd001-010,0.9782608695652174,0.9782608695652174,0.9782608695652174
0.0,1.0,111.0,0.0,0.0,100249371_00019_2,1.0,1.0,1.0
0.00309,1.0,324.0,1.0,0.0,200021660-00042_1,0.9969230769230769,1.0,0.9984591679506933
0.17857,0.92857,26.0,5.0,2.0,umgy002-020,0.8387096774193549,0.9285714285714286,0.8813559322033899
0.01345,0.99552,222.0,3.0,1.0,200015779_00121_2,0.9866666666666667,0.9955156950672646,0.9910714285714286
0.0,0.99462,370.0,0.0,2.0,brsk003-013,1.0,0.9946236559139785,0.9973045822102425
0.0,1.0,117.0,0.0,0.0,100249376_00019_2,1.0,1.0,1.0
0.0068,0.9932,146.0,1.0,1.0,200021660-00018_2,0.9931972789115646,0.9931972789115646,0.9931972789115646
0.0,1.0,205.0,0.0,0.0,hnsd012-002,1.0,1.0,1.0
0.05263,0.84211,16.0,1.0,3.0,hnsd007-038,0.9411764705882353,0.8421052631578947,0.8888888888888888
0.00529,1.0,189.0,1.0,0.0,hnsd008-033,0.9947368421052631,1.0,0.9973614775725593
0.01141,0.97719,257.0,3.0,6.0,200015779_00050_2,0.9884615384615385,0.9771863117870723,0.9827915869980879
0.02098,1.0,143.0,3.0,0.0,200021644_00041_1,0.9794520547945206,1.0,0.9896193771626297
0.01,0.99,198.0,2.0,2.0,umgy009-027,0.99,0.99,0.99
0.00976,1.0,205.0,2.0,0.0,hnsd002-025,0.9903381642512077,1.0,0.9951456310679612
0.01333,0.98667,148.0,2.0,2.0,200021802-00006_1,0.9866666666666667,0.9866666666666667,0.9866666666666668
0.0,1.0,198.0,0.0,0.0,hnsd010-019,1.0,1.0,1.0
0.04276,0.99342,302.0,13.0,2.0,200004148_00054_1,0.9587301587301588,0.993421052631579,0.9757673667205171
0.0,1.0,207.0,0.0,0.0,umgy012-008,1.0,1.0,1.0
0.02857,0.97143,68.0,2.0,2.0,umgy010-007,0.9714285714285714,0.9714285714285714,0.9714285714285714
0.0,0.99507,202.0,0.0,1.0,umgy011-004,1.0,0.9950738916256158,0.9975308641975309
0.0,1.0,86.0,0.0,0.0,100249537_00009_2,1.0,1.0,1.0
0.0,1.0,131.0,0.0,0.0,200021644_00038_2,1.0,1.0,1.0
0.13043,0.98261,113.0,15.0,2.0,200021853-00009_2,0.8828125,0.9826086956521739,0.9300411522633745
0.00966,0.99034,205.0,2.0,2.0,200015779_00132_1,0.9903381642512077,0.9903381642512077,0.9903381642512077
0.0,0.99635,273.0,0.0,1.0,200003076_00156_2,1.0,0.9963503649635036,0.9981718464351006
0.0,1.0,188.0,0.0,0.0,umgy009-004,1.0,1.0,1.0
0.03488,0.98837,85.0,3.0,1.0,200021763-00020_1,0.9659090909090909,0.9883720930232558,0.9770114942528736
0.0,1.0,160.0,0.0,0.0,umgy006-031,1.0,1.0,1.0
0.01058,0.99471,188.0,2.0,1.0,umgy004-025,0.9894736842105263,0.9947089947089947,0.992084432717678
0.00562,0.98315,175.0,1.0,3.0,umgy009-021,0.9943181818181818,0.9831460674157303,0.9887005649717514
0.0,1.0,184.0,0.0,0.0,200005598_00032_1,1.0,1.0,1.0
0.00305,1.0,328.0,1.0,0.0,200021660-00032_1,0.9969604863221885,1.0,0.9984779299847794
0.0029,0.9913,342.0,1.0,3.0,brsk005-034,0.9970845481049563,0.991304347826087,0.9941860465116279
0.00781,0.98438,252.0,2.0,4.0,200015779_00129_1,0.9921259842519685,0.984375,0.988235294117647
0.0,1.0,136.0,0.0,0.0,umgy008-001,1.0,1.0,1.0
