fppc,det rate,tp,fp,fn,image_id,precision,recall,f1
0.02273,1.0,88.0,2.0,0.0,100249537_00064_1,0.9777777777777777,1.0,0.9887640449438202
0.03788,0.99242,131.0,5.0,1.0,200021853-00008_1,0.9632352941176471,0.9924242424242424,0.9776119402985075
0.0031,0.91022,294.0,1.0,29.0,200004148_00039_2,0.9966101694915255,0.9102167182662538,0.9514563106796116
0.01629,0.99349,305.0,5.0,2.0,200014740-00071_1,0.9838709677419355,0.993485342019544,0.9886547811993517
0.02062,0.97938,190.0,4.0,4.0,umgy012-007,0.979381443298969,0.979381443298969,0.979381443298969
0.06667,0.93333,56.0,4.0,4.0,200021869-00016_2,0.9333333333333333,0.9333333333333333,0.9333333333333333
0.00838,0.9581,343.0,3.0,15.0,brsk005-037,0.9913294797687862,0.9581005586592178,0.9744318181818182
0.00493,0.97044,394.0,2.0,12.0,brsk004-036,0.9949494949494949,0.9704433497536946,0.9825436408977556
0.0,0.98286,344.0,0.0,6.0,200021660-00042_2,1.0,0.9828571428571429,0.9913544668587896
0.01047,0.99476,190.0,2.0,1.0,200003076_00162_1,0.9895833333333334,0.9947643979057592,0.9921671018276764
0.0,0.98883,177.0,0.0,2.0,200005598_00027_2,1.0,0.9888268156424581,0.9943820224719102
0.0131,0.99563,228.0,3.0,1.0,200003076_00006_1,0.987012987012987,0.9956331877729258,0.991304347826087
0.0099,1.0,101.0,1.0,0.0,200021851_00007_2,0.9901960784313726,1.0,0.9950738916256158
0.2375,1.0,80.0,19.0,0.0,hnsd004-003,0.8080808080808081,1.0,0.893854748603352
0.02793,0.98324,176.0,5.0,3.0,umgy006-034,0.9723756906077348,0.9832402234636871,0.9777777777777776
0.01433,0.9914,346.0,5.0,3.0,brsk002-029,0.9857549857549858,0.9914040114613181,0.9885714285714285
0.02151,1.0,186.0,4.0,0.0,umgy009-002,0.9789473684210527,1.0,0.9893617021276596
0.00885,0.99115,224.0,2.0,2.0,200003076_00056_2,0.9911504424778761,0.9911504424778761,0.9911504424778761
0.01262,1.0,317.0,4.0,0.0,200014740-00018_2,0.9875389408099688,1.0,0.9937304075235109
0.0,0.98942,187.0,0.0,2.0,100249476_00014_2,1.0,0.9894179894179894,0.9946808510638299
